indicator_id,indicator_label_en
E.5T8.FOREIGN.ORG392.GPIA,"Inbound internationally mobile students from Asia: Students from Japan, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG4.GPIA,"Inbound internationally mobile students from Asia: Students from Afghanistan, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG40.GPIA,"Inbound internationally mobile students from Europe: Students from Austria, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG400.GPIA,"Inbound internationally mobile students from Asia: Students from Jordan, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG402.GPIA,"Inbound internationally mobile students from Asia: Students from Kazakhstan, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG404.GPIA,"Inbound internationally mobile students from Africa: Students from Kenya, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG40500,"Inbound internationally mobile students from North America and Western Europe, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40500.F,"Inbound internationally mobile students from North America and Western Europe, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40500.GPIA,"Inbound internationally mobile students from North America and Western Europe, adjusted gender parity index (GPIA) (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40500.M,"Inbound internationally mobile students from North America and Western Europe, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40505,"Inbound internationally mobile students from Central Asia, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40505.F,"Inbound internationally mobile students from Central Asia, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40505.GPIA,"Inbound internationally mobile students from Central Asia, adjusted gender parity index (GPIA) (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40505.M,"Inbound internationally mobile students from Central Asia, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40515,"Inbound internationally mobile students from East Asia and the Pacific, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40515.F,"Inbound internationally mobile students from East Asia and the Pacific, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40515.GPIA,"Inbound internationally mobile students from East Asia and the Pacific, adjusted gender parity index (GPIA) (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40515.M,"Inbound internationally mobile students from East Asia and the Pacific, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40520,"Inbound internationally mobile students from Latin America and the Caribbean, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40520.F,"Inbound internationally mobile students from Latin America and the Caribbean, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40520.GPIA,"Inbound internationally mobile students from Latin America and the Caribbean, adjusted gender parity index (GPIA) (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40520.M,"Inbound internationally mobile students from Latin America and the Caribbean, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40525,"Inbound internationally mobile students from the Arab States, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40525.F,"Inbound internationally mobile students from the Arab States, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40525.GPIA,"Inbound internationally mobile students from the Arab States, adjusted gender parity index (GPIA) (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40525.M,"Inbound internationally mobile students from the Arab States, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40530,"Inbound internationally mobile students from Central and Eastern Europe, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40530.F,"Inbound internationally mobile students from Central and Eastern Europe, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40530.GPIA,"Inbound internationally mobile students from Central and Eastern Europe, adjusted gender parity index (GPIA) (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40530.M,"Inbound internationally mobile students from Central and Eastern Europe, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40535,"Inbound internationally mobile students from South and West Asia, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40535.F,"Inbound internationally mobile students from South and West Asia, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40535.GPIA,"Inbound internationally mobile students from South and West Asia, adjusted gender parity index (GPIA) (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40535.M,"Inbound internationally mobile students from South and West Asia, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40540,"Inbound internationally mobile students from sub-Saharan Africa, both sexes (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40540.F,"Inbound internationally mobile students from sub-Saharan Africa, female (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40540.GPIA,"Inbound internationally mobile students from sub-Saharan Africa, adjusted gender parity index (GPIA) (UIS estimate) (number)"
E.5T8.FOREIGN.ORG40540.M,"Inbound internationally mobile students from sub-Saharan Africa, male (UIS estimate) (number)"
E.5T8.FOREIGN.ORG406.GPIA,"Inbound internationally mobile students from Asia: Students from Cambodia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG407.GPIA,"Inbound internationally mobile students from Asia: Students from the Republic of Korea, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG409.GPIA,"Inbound internationally mobile students from Asia: Students from the Democratic People's Republic of Korea, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG414.GPIA,"Inbound internationally mobile students from Asia: Students from Kuwait, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG416.GPIA,"Inbound internationally mobile students from Asia: Students from Kyrgyzstan, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG418.GPIA,"Inbound internationally mobile students from Asia: Students from Lao People's Democratic Republic, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG420.GPIA,"Inbound internationally mobile students from Europe: Students from Latvia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG422.GPIA,"Inbound internationally mobile students from Asia: Students from Lebanon, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG426.GPIA,"Inbound internationally mobile students from Africa: Students from Lesotho, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG430.GPIA,"Inbound internationally mobile students from Africa: Students from Liberia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG434.GPIA,"Inbound internationally mobile students from Africa: Students from Libya, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG438.GPIA,"Inbound internationally mobile students from Europe: Students from Liechtenstein, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG44.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from Bahamas, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG440.GPIA,"Inbound internationally mobile students from Europe: Students from Lithuania, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG442.GPIA,"Inbound internationally mobile students from Europe: Students from Luxembourg, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG446.GPIA,"Inbound internationally mobile students from Asia: Students from Macao, Special Administrative Region of China, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG448.GPIA,"Inbound internationally mobile students from Europe: Students from North Macedonia, adjusted gender parity index (GPIA)"
